編號,圖層,顏色,街廓編號,分區代碼,分區簡稱,使用分區
10,21,9,,I,工,工業區
11,26,10,,C,文教,文教區
12,49,7,,PW1,河川區,河川區
13,26,10,,C,文教,文教區
14,30,15,,K,保存,保存區
15,53,14,,S1,糧倉,糧倉專用區
16,30,15,,K,保存,保存區
17,30,15,,K,保存,保存區
18,53,3,,O1,機場專區,機場邊緣特定專用區
19,49,7,,PW1,河川區,河川區
20,27,82,,E,遊,遊樂區
21,27,82,,E,遊,遊樂區
22,11,3,,B,商,商業區
23,10,4,,R,住,住宅區
24,10,4,,R,住,住宅區
25,10,4,,R,住,住宅區
26,10,4,,R,住,住宅區
27,10,4,,R,住,住宅區
28,10,4,,R,住,住宅區
29,10,4,,R,住,住宅區
30,10,4,,R,住,住宅區
31,10,4,,R,住,住宅區
32,10,4,,R,住,住宅區
33,10,4,,R,住,住宅區
34,10,4,,R,住,住宅區
35,10,4,,R,住,住宅區
36,10,4,,R,住,住宅區
37,10,4,,R,住,住宅區
38,10,4,,R,住,住宅區
39,10,4,,R,住,住宅區
40,10,4,,R,住,住宅區
41,10,4,,R,住,住宅區
42,10,4,,R,住,住宅區
43,25,9,,IF,產服,產業服務區
44,25,9,,IF,產服,產業服務區
45,10,4,,R,住,住宅區
46,28,29,,F,娛,娛樂區
47,10,4,,R,住,住宅區
48,21,9,,I,工,工業區
49,21,9,,I,工,工業區
50,10,4,,R,住,住宅區
51,10,4,,R,住,住宅區
52,11,3,,B,商,商業區
53,11,3,,B,商,商業區
54,11,3,,B,商,商業區
55,11,3,,B,商,商業區
56,11,3,,B,商,商業區
57,11,3,,B,商,商業區
58,11,3,,B,商,商業區
59,11,3,,B,商,商業區
60,11,3,,B,商,商業區
61,10,4,,R,住,住宅區
62,11,3,,B,商,商業區
63,11,3,,B,商,商業區
64,10,4,,R,住,住宅區
65,21,9,,I,工,工業區
66,10,4,,R,住,住宅區
67,10,4,,R,住,住宅區
68,11,3,,B,商,商業區
69,21,9,,I,工,工業區
70,10,4,,R,住,住宅區
71,11,3,,B,商,商業區
72,10,4,,R,住,住宅區
73,10,4,,R,住,住宅區
74,31,14,,L,風,風景區
75,10,4,,R,住,住宅區
76,10,4,,R,住,住宅區
77,11,3,,B,商,商業區
78,10,4,,R,住,住宅區
79,10,4,,R,住,住宅區
80,10,4,,R,住,住宅區
81,11,3,,B,商,商業區
82,10,4,,R,住,住宅區
83,30,15,,K1,古蹟,古蹟用地
84,10,4,,R,住,住宅區
85,11,3,,B,商,商業區
86,10,4,,R,住,住宅區
87,11,3,,B,商,商業區
88,10,4,,R,住,住宅區
89,11,3,,B,商,商業區
90,10,4,,R,住,住宅區
91,11,3,,B,商,商業區
92,11,3,,B,商,商業區
93,10,4,,R,住,住宅區
94,10,4,,R,住,住宅區
95,11,3,,B,商,商業區
96,10,4,,R,住,住宅區
97,11,3,,B,商,商業區
98,10,4,,R,住,住宅區
99,10,4,,R,住,住宅區
100,26,10,,C,文教,文教區
101,26,10,,C,文教,文教區
102,26,10,,C,文教,文教區
103,10,4,,R,住,住宅區
104,10,4,,R,住,住宅區
105,10,4,,R,住,住宅區
106,10,4,,R,住,住宅區
107,10,4,,R,住,住宅區
108,10,4,,R,住,住宅區
109,10,4,,R,住,住宅區
110,10,4,,R,住,住宅區
111,11,3,,B,商,商業區
112,10,4,,R,住,住宅區
113,10,4,,R,住,住宅區
114,21,9,,I,工,工業區
115,10,4,,R,住,住宅區
116,11,3,,B,商,商業區
117,53,3,,D3,商務產業,商務產業專用區
118,21,9,,I,工,工業區
119,10,4,,R,住,住宅區
120,10,4,,R,住,住宅區
121,10,4,,R,住,住宅區
122,10,4,,R,住,住宅區
123,11,3,,B,商,商業區
124,10,4,,R,住,住宅區
125,10,4,,R,住,住宅區
126,10,4,,R,住,住宅區
127,10,4,,R,住,住宅區
128,10,4,,R,住,住宅區
129,10,4,,R,住,住宅區
130,10,4,,R,住,住宅區
131,10,4,,R,住,住宅區
132,30,15,,K,保存,保存區
133,10,4,,R,住,住宅區
134,10,4,,R,住,住宅區
135,49,7,,PW1,河川區,河川區
136,26,10,,C,文教,文教區
137,10,4,,R,住,住宅區
138,10,4,,R,住,住宅區
139,26,10,,C,文教,文教區
140,26,10,,C,文教,文教區
141,49,7,,PW1,河川區,河川區
142,49,7,,PW1,河川區,河川區
143,26,10,,C,文教,文教區
144,11,3,,B,商,商業區
145,10,4,,R,住,住宅區
146,49,7,,PW1,河川區,河川區
147,10,4,,R,住,住宅區
148,47,50,,T,保,保護區
149,10,4,,R,住,住宅區
150,10,4,,R,住,住宅區
151,10,4,,R,住,住宅區
152,41,10,,PSG,大學用地,大學用地
153,47,50,,T,保,保護區
154,11,3,,B,商,商業區
155,10,4,,R,住,住宅區
156,10,4,,R,住,住宅區
157,10,4,,R,住,住宅區
158,10,4,,R,住,住宅區
159,10,4,,R,住,住宅區
160,11,3,,B,商,商業區
161,11,3,,B,商,商業區
162,11,3,,B,商,商業區
163,11,3,,B,商,商業區
164,10,4,,R,住,住宅區
165,10,4,,R,住,住宅區
166,10,4,,R,住,住宅區
167,10,4,,R,住,住宅區
168,10,4,,R,住,住宅區
169,10,4,,R,住,住宅區
170,10,4,,R,住,住宅區
171,11,3,,B,商,商業區
172,11,3,,B,商,商業區
173,10,4,,R,住,住宅區
174,11,3,,B,商,商業區
175,10,4,,R,住,住宅區
176,11,3,,B,商,商業區
177,10,4,,R,住,住宅區
178,10,4,,R,住,住宅區
179,10,4,,R,住,住宅區
180,10,4,,R,住,住宅區
181,10,4,,R,住,住宅區
182,30,15,,K,保存,保存區
183,10,4,,R,住,住宅區
184,10,4,,R,住,住宅區
185,10,4,,R,住,住宅區
186,10,4,,R,住,住宅區
187,10,4,,R,住,住宅區
188,10,4,,R,住,住宅區
189,10,4,,R,住,住宅區
190,47,50,,T,保,保護區
191,47,50,,T,保,保護區
192,47,50,,T,保,保護區
193,10,4,,R,住,住宅區
194,47,50,,T,保,保護區
195,47,50,,T,保,保護區
196,47,50,,T,保,保護區
197,47,50,,T,保,保護區
198,47,50,,T,保,保護區
199,47,50,,T,保,保護區
200,47,50,,T,保,保護區
201,52,14,,A,農,農業區
202,47,50,,T,保,保護區
203,10,4,,R,住,住宅區
204,10,4,,R,住,住宅區
205,10,4,,R,住,住宅區
206,10,4,,R,住,住宅區
207,10,4,,R,住,住宅區
208,10,4,,R,住,住宅區
209,10,4,,R,住,住宅區
210,47,50,,T,保,保護區
211,47,50,,T,保,保護區
212,26,10,,C,文教,文教區
213,26,10,,C,文教,文教區
214,26,10,,C,文教,文教區
215,26,10,,C,文教,文教區
216,26,10,,C,文教,文教區
217,26,10,,C,文教,文教區
218,10,4,,R,住,住宅區
219,10,4,,R,住,住宅區
220,10,4,,R,住,住宅區
221,10,4,,R,住,住宅區
222,49,7,,PW1,河川區,河川區
223,10,4,,R,住,住宅區
224,49,7,,PW1,河川區,河川區
225,10,4,,R,住,住宅區
226,10,4,,R,住,住宅區
227,47,50,,T,保,保護區
228,47,50,,T,保,保護區
229,47,50,,T,保,保護區
230,10,4,,R,住,住宅區
231,10,4,,R,住,住宅區
232,10,4,,R,住,住宅區
233,10,4,,R,住,住宅區
234,10,4,,R,住,住宅區
235,11,3,,B,商,商業區
236,47,50,,T,保,保護區
237,10,4,,R,住,住宅區
238,10,4,,R,住,住宅區
239,10,4,,R,住,住宅區
240,10,4,,R,住,住宅區
241,47,50,,T,保,保護區
242,10,4,,R,住,住宅區
243,10,4,,R,住,住宅區
244,10,4,,R,住,住宅區
245,47,50,,T,保,保護區
246,10,4,,R,住,住宅區
247,44,13,,PUE5,自設,自來水設備用地
248,44,13,,PUE5,自設,自來水設備用地
249,10,4,,R,住,住宅區
250,44,13,,PUE5,自設,自來水設備用地
251,10,4,,R,住,住宅區
252,38,13,,PHD,醫專,醫療專用區
253,21,9,,I,工,工業區
254,21,9,,I,工,工業區
255,21,9,,I,工,工業區
256,21,9,,I,工,工業區
257,21,9,,I,工,工業區
258,21,9,,I,工,工業區
259,21,9,,I,工,工業區
260,21,9,,I,工,工業區
261,21,9,,I,工,工業區
262,21,9,,I,工,工業區
263,21,9,,I,工,工業區
264,21,9,,I,工,工業區
265,21,9,,I,工,工業區
266,21,9,,I,工,工業區
267,21,9,,I,工,工業區
268,21,9,,I,工,工業區
269,21,9,,I,工,工業區
270,21,9,,I,工,工業區
271,21,9,,I,工,工業區
272,21,9,,I,工,工業區
273,21,9,,I,工,工業區
274,21,9,,I,工,工業區
275,10,4,,R,住,住宅區
276,10,4,,R,住,住宅區
277,10,4,,R,住,住宅區
278,10,4,,R,住,住宅區
279,10,4,,R,住,住宅區
280,10,4,,R,住,住宅區
281,10,4,,R,住,住宅區
282,10,4,,R,住,住宅區
283,11,3,,B,商,商業區
284,11,3,,B,商,商業區
285,10,4,,R,住,住宅區
286,11,3,,B,商,商業區
287,217,3,,D,特,特定專用區
288,217,3,,D,特,特定專用區
289,217,3,,D,特,特定專用區
290,217,3,,D,特,特定專用區
291,217,3,,D,特,特定專用區
292,10,4,,R,住,住宅區
293,10,4,,R,住,住宅區
294,10,4,,R,住,住宅區
295,11,3,,B,商,商業區
296,10,4,,R,住,住宅區
297,10,4,,R,住,住宅區
298,10,4,,R,住,住宅區
299,11,3,,B,商,商業區
300,11,3,,B,商,商業區
301,11,3,,B,商,商業區
302,10,4,,R,住,住宅區
303,10,4,,R,住,住宅區
304,10,4,,R,住,住宅區
305,10,4,,R,住,住宅區
306,10,4,,R,住,住宅區
307,10,4,,R,住,住宅區
308,10,4,,R,住,住宅區
309,10,4,,R,住,住宅區
310,10,4,,R,住,住宅區
311,10,4,,R,住,住宅區
312,10,4,,R,住,住宅區
313,10,4,,R,住,住宅區
314,10,4,,R,住,住宅區
315,10,4,,R,住,住宅區
316,11,3,,B,商,商業區
317,10,4,,R,住,住宅區
318,10,4,,R,住,住宅區
319,10,4,,R,住,住宅區
320,10,4,,R,住,住宅區
321,26,10,,C,文教,文教區
322,11,3,,B,商,商業區
323,11,3,,B,商,商業區
324,10,4,,R,住,住宅區
325,10,4,,R,住,住宅區
326,10,4,,R,住,住宅區
327,10,4,,R,住,住宅區
328,10,4,,R,住,住宅區
329,10,4,,R,住,住宅區
330,10,4,,R,住,住宅區
331,11,3,,B,商,商業區
332,10,4,,R,住,住宅區
333,47,50,,T,保,保護區
334,10,4,,R,住,住宅區
335,10,4,,R,住,住宅區
336,10,4,,R,住,住宅區
337,10,4,,R,住,住宅區
338,11,3,,B,商,商業區
339,11,3,,B,商,商業區
340,11,3,,B,商,商業區
341,10,4,,R,住,住宅區
342,10,4,,R,住,住宅區
343,10,4,,R,住,住宅區
344,10,4,,R,住,住宅區
345,10,4,,R,住,住宅區
346,26,10,,C,文教,文教區
347,10,4,,R,住,住宅區
348,10,4,,R,住,住宅區
349,11,3,,B,商,商業區
350,11,3,,B,商,商業區
351,10,4,,R,住,住宅區
352,10,4,,R,住,住宅區
353,10,4,,R,住,住宅區
354,10,4,,R,住,住宅區
355,10,4,,R,住,住宅區
356,11,3,,B,商,商業區
357,10,4,,R,住,住宅區
358,11,3,,B,商,商業區
359,10,4,,R,住,住宅區
360,10,4,,R,住,住宅區
361,10,4,,R,住,住宅區
362,10,4,,R,住,住宅區
363,11,3,,B,商,商業區
364,10,4,,R,住,住宅區
365,11,3,,B,商,商業區
366,11,3,,B,商,商業區
367,11,3,,B,商,商業區
368,53,3,,D10,金資,金融資訊專用區
369,10,4,,R,住,住宅區
370,11,3,,B,商,商業區
371,11,3,,B,商,商業區
372,10,4,,R,住,住宅區
373,10,4,,R,住,住宅區
374,10,4,,R,住,住宅區
375,10,4,,R,住,住宅區
376,10,4,,R,住,住宅區
377,10,4,,R,住,住宅區
378,10,4,,R,住,住宅區
379,11,3,,B,商,商業區
380,47,50,,T,保,保護區
381,10,4,,R,住,住宅區
382,10,4,,R,住,住宅區
383,10,4,,R,住,住宅區
384,11,3,,B,商,商業區
385,10,4,,R,住,住宅區
386,49,7,,PW1,河川區,河川區
387,11,3,,B,商,商業區
388,10,4,,R,住,住宅區
389,47,50,,T,保,保護區
390,47,50,,T,保,保護區
391,30,15,,K,保存,保存區
392,49,7,,PW1,河川區,河川區
393,53,3,,D15,露營專用,露營場專用區
394,47,50,,T,保,保護區
395,21,9,,I,工,工業區
396,21,9,,I,工,工業區
397,10,4,,R,住,住宅區
398,21,9,,I,工,工業區
399,21,9,,I,工,工業區
400,21,9,,I,工,工業區
401,11,3,,B,商,商業區
402,10,4,,R,住,住宅區
403,49,7,,PW1,河川區,河川區
404,49,7,,PW1,河川區,河川區
405,47,50,,T,保,保護區
406,47,50,,T,保,保護區
407,47,50,,T,保,保護區
408,47,50,,T,保,保護區
409,47,50,,T,保,保護區
410,47,50,,T,保,保護區
411,47,50,,T,保,保護區
412,26,10,,C,文教,文教區
413,49,7,,PW1,河川區,河川區
414,49,7,,PW1,河川區,河川區
415,49,7,,PW1,河川區,河川區
416,49,7,,PW1,河川區,河川區
417,49,7,,PW1,河川區,河川區
418,49,7,,PW1,河川區,河川區
419,49,7,,PW1,河川區,河川區
420,49,7,,PW1,河川區,河川區
421,49,7,,PW1,河川區,河川區
422,49,7,,PW1,河川區,河川區
423,49,7,,PW1,河川區,河川區
424,49,7,,PW1,河川區,河川區
425,49,7,,PW1,河川區,河川區
426,49,7,,PW1,河川區,河川區
427,49,7,,PW1,河川區,河川區
428,49,7,,PW1,河川區,河川區
429,49,7,,PW1,河川區,河川區
430,49,7,,PW1,河川區,河川區
431,49,7,,PW1,河川區,河川區
432,47,50,,T,保,保護區
433,47,50,,T,保,保護區
434,26,10,,C,文教,文教區
435,11,3,,B,商,商業區
436,11,3,,B,商,商業區
437,11,3,,B,商,商業區
438,11,3,,B,商,商業區
439,11,3,,B,商,商業區
440,11,3,,B,商,商業區
441,11,3,,B,商,商業區
442,11,3,,B,商,商業區
443,11,3,,B,商,商業區
444,11,3,,B,商,商業區
445,11,3,,B,商,商業區
446,11,3,,B,商,商業區
447,11,3,,B,商,商業區
448,11,3,,B,商,商業區
449,11,3,,B,商,商業區
450,11,3,,B,商,商業區
451,11,3,,B,商,商業區
452,11,3,,B,商,商業區
453,11,3,,B,商,商業區
454,11,3,,B,商,商業區
455,11,3,,B,商,商業區
456,10,4,,R,住,住宅區
457,10,4,,R,住,住宅區
458,10,4,,R,住,住宅區
459,10,4,,R,住,住宅區
460,10,4,,R,住,住宅區
461,10,4,,R,住,住宅區
462,10,4,,R,住,住宅區
463,10,4,,R,住,住宅區
464,10,4,,R,住,住宅區
465,10,4,,R,住,住宅區
466,10,4,,R,住,住宅區
467,10,4,,R,住,住宅區
468,10,4,,R,住,住宅區
469,10,4,,R,住,住宅區
470,10,4,,R,住,住宅區
471,10,4,,R,住,住宅區
472,10,4,,R,住,住宅區
473,10,4,,R,住,住宅區
474,10,4,,R,住,住宅區
475,10,4,,R,住,住宅區
476,10,4,,R,住,住宅區
477,10,4,,R,住,住宅區
478,10,4,,R,住,住宅區
479,10,4,,R,住,住宅區
480,10,4,,R,住,住宅區
481,10,4,,R,住,住宅區
482,10,4,,R,住,住宅區
483,10,4,,R,住,住宅區
484,10,4,,R,住,住宅區
485,10,4,,R,住,住宅區
486,10,4,,R,住,住宅區
487,10,4,,R,住,住宅區
488,11,3,,B,商,商業區
489,21,9,,I,工,工業區
490,11,3,,B,商,商業區
491,10,4,,R,住,住宅區
492,52,14,,A,農,農業區
493,52,14,,A,農,農業區
494,10,4,,R,住,住宅區
495,11,3,,B,商,商業區
496,11,3,,B,商,商業區
497,11,3,,B,商,商業區
498,10,4,,R,住,住宅區
499,10,4,,R,住,住宅區
500,10,4,,R,住,住宅區
501,10,4,,R,住,住宅區
502,11,3,,B,商,商業區
503,10,4,,R,住,住宅區
504,10,4,,R,住,住宅區
505,10,4,,R,住,住宅區
506,10,4,,R,住,住宅區
507,10,4,,R,住,住宅區
508,10,4,,R,住,住宅區
509,10,4,,R,住,住宅區
510,49,7,,PW1,河川區,河川區
511,10,4,,R,住,住宅區
512,10,4,,R,住,住宅區
513,10,4,,R,住,住宅區
514,10,4,,R,住,住宅區
515,21,9,,I,工,工業區
516,10,4,,R,住,住宅區
517,11,3,,B,商,商業區
518,217,3,,D,特,特定專用區
519,10,4,,R,住,住宅區
520,11,3,,B,商,商業區
521,11,3,,B,商,商業區
522,11,3,,B,商,商業區
523,47,50,,T,保,保護區
524,47,50,,T,保,保護區
525,10,4,,R,住,住宅區
526,47,50,,T,保,保護區
527,10,4,,R,住,住宅區
528,21,9,,I,工,工業區
529,21,9,,I,工,工業區
530,21,9,,I,工,工業區
531,21,9,,I,工,工業區
532,11,3,,B,商,商業區
533,21,9,,I,工,工業區
534,21,9,,I,工,工業區
535,21,9,,I,工,工業區
536,21,9,,I,工,工業區
537,21,9,,I,工,工業區
538,21,9,,I,工,工業區
539,21,9,,I,工,工業區
540,21,9,,I,工,工業區
541,21,9,,I,工,工業區
542,49,7,,PW1,河川區,河川區
543,47,50,,T,保,保護區
544,47,50,,T,保,保護區
545,47,50,,T,保,保護區
546,47,50,,T,保,保護區
547,47,50,,T,保,保護區
548,47,50,,T,保,保護區
549,47,50,,T,保,保護區
550,49,7,,PW1,河川區,河川區
551,49,7,,PW1,河川區,河川區
552,49,7,,PW1,河川區,河川區
553,49,7,,PW1,河川區,河川區
554,49,7,,PW1,河川區,河川區
555,49,7,,PW1,河川區,河川區
556,49,7,,PW1,河川區,河川區
557,49,7,,PW1,河川區,河川區
558,49,7,,PW1,河川區,河川區
559,49,7,,PW1,河川區,河川區
560,47,50,,T,保,保護區
561,20,3,,BAH,聯合開發,聯合開發區
562,11,3,,B,商,商業區
563,11,3,,B,商,商業區
564,11,3,,B,商,商業區
565,11,3,,B,商,商業區
566,11,3,,B,商,商業區
567,20,3,,BAH,聯合開發,聯合開發區
568,20,3,,BAH,聯合開發,聯合開發區
569,11,3,,B,商,商業區
570,11,3,,B,商,商業區
571,11,3,,B,商,商業區
572,11,3,,B,商,商業區
573,11,3,,B,商,商業區
574,11,3,,B,商,商業區
575,11,3,,B,商,商業區
576,11,3,,B,商,商業區
577,11,3,,B,商,商業區
578,11,3,,B,商,商業區
579,217,3,,D,特,特定專用區
580,11,3,,B,商,商業區
581,11,3,,B,商,商業區
582,11,3,,B,商,商業區
583,11,3,,B,商,商業區
584,217,3,,D,特,特定專用區
585,11,3,,B,商,商業區
586,217,3,,D,特,特定專用區
587,217,3,,D,特,特定專用區
588,11,3,,B,商,商業區
589,217,3,,D,特,特定專用區
590,217,3,,D,特,特定專用區
591,217,3,,D,特,特定專用區
592,217,3,,D,特,特定專用區
593,217,3,,D,特,特定專用區
594,30,15,,K,保存,保存區
595,217,3,,D,特,特定專用區
596,11,3,,B,商,商業區
597,11,3,,B,商,商業區
598,11,3,,B,商,商業區
599,11,3,,B,商,商業區
600,11,3,,B,商,商業區
601,11,3,,B,商,商業區
602,11,3,,B,商,商業區
603,10,4,,R,住,住宅區
604,11,3,,B,商,商業區
605,11,3,,B,商,商業區
606,11,3,,B,商,商業區
607,10,4,,R,住,住宅區
608,11,3,,B,商,商業區
609,11,3,,B,商,商業區
610,11,3,,B,商,商業區
611,217,3,,D,特,特定專用區
612,11,3,,B,商,商業區
613,11,3,,B,商,商業區
614,11,3,,B,商,商業區
615,10,4,,R,住,住宅區
616,11,3,,B,商,商業區
617,11,3,,B,商,商業區
618,11,3,,B,商,商業區
619,10,4,,R,住,住宅區
620,10,4,,R,住,住宅區
621,10,4,,R,住,住宅區
622,11,3,,B,商,商業區
623,11,3,,B,商,商業區
624,11,3,,B,商,商業區
625,11,3,,B,商,商業區
626,10,4,,R,住,住宅區
627,10,4,,R,住,住宅區
628,11,3,,B,商,商業區
629,11,3,,B,商,商業區
630,11,3,,B,商,商業區
631,10,4,,R,住,住宅區
632,10,4,,R,住,住宅區
633,10,4,,R,住,住宅區
634,10,4,,R,住,住宅區
635,10,4,,R,住,住宅區
636,30,15,,K,保存,保存區
637,30,15,,K,保存,保存區
638,11,3,,B,商,商業區
639,10,4,,R,住,住宅區
640,10,4,,R,住,住宅區
641,10,4,,R,住,住宅區
642,10,4,,R,住,住宅區
643,30,15,,K,保存,保存區
644,10,4,,R,住,住宅區
645,21,9,,I,工,工業區
646,10,4,,R,住,住宅區
647,10,4,,R,住,住宅區
648,30,15,,K,保存,保存區
649,10,4,,R,住,住宅區
650,11,3,,B,商,商業區
651,11,3,,B,商,商業區
652,11,3,,B,商,商業區
653,11,3,,B,商,商業區
654,11,3,,B,商,商業區
655,10,4,,R,住,住宅區
656,11,3,,B,商,商業區
657,11,3,,B,商,商業區
658,11,3,,B,商,商業區
659,11,3,,B,商,商業區
660,217,3,,D,特,特定專用區
661,10,4,,R,住,住宅區
662,11,3,,B,商,商業區
663,217,3,,D,特,特定專用區
664,217,3,,D,特,特定專用區
665,11,3,,B,商,商業區
666,11,3,,B,商,商業區
667,11,3,,B,商,商業區
668,11,3,,B,商,商業區
669,11,3,,B,商,商業區
670,11,3,,B,商,商業區
671,11,3,,B,商,商業區
672,11,3,,B,商,商業區
673,11,3,,B,商,商業區
674,11,3,,B,商,商業區
675,11,3,,B,商,商業區
676,11,3,,B,商,商業區
677,11,3,,B,商,商業區
678,11,3,,B,商,商業區
679,11,3,,B,商,商業區
680,11,3,,B,商,商業區
681,11,3,,B,商,商業區
682,11,3,,B,商,商業區
683,10,4,,R,住,住宅區
684,10,4,,R,住,住宅區
685,11,3,,B,商,商業區
686,11,3,,B,商,商業區
687,11,3,,B,商,商業區
688,11,3,,B,商,商業區
689,11,3,,B,商,商業區
690,11,3,,B,商,商業區
691,11,3,,B,商,商業區
692,11,3,,B,商,商業區
693,11,3,,B,商,商業區
694,11,3,,B,商,商業區
695,11,3,,B,商,商業區
696,11,3,,B,商,商業區
697,11,3,,B,商,商業區
698,11,3,,B,商,商業區
699,11,3,,B,商,商業區
700,11,3,,B,商,商業區
701,11,3,,B,商,商業區
702,11,3,,B,商,商業區
703,11,3,,B,商,商業區
704,11,3,,B,商,商業區
705,11,3,,B,商,商業區
706,11,3,,B,商,商業區
707,11,3,,B,商,商業區
708,11,3,,B,商,商業區
709,11,3,,B,商,商業區
710,11,3,,B,商,商業區
711,11,3,,B,商,商業區
712,11,3,,B,商,商業區
713,11,3,,B,商,商業區
714,11,3,,B,商,商業區
715,11,3,,B,商,商業區
716,11,3,,B,商,商業區
717,10,4,,R,住,住宅區
718,10,4,,R,住,住宅區
719,10,4,,R,住,住宅區
720,10,4,,R,住,住宅區
721,30,15,,K,保存,保存區
722,30,15,,K,保存,保存區
723,30,15,,K,保存,保存區
724,30,15,,K,保存,保存區
725,10,4,,R,住,住宅區
726,10,4,,R,住,住宅區
727,10,4,,R,住,住宅區
728,10,4,,R,住,住宅區
729,10,4,,R,住,住宅區
730,10,4,,R,住,住宅區
731,10,4,,R,住,住宅區
732,10,4,,R,住,住宅區
733,10,4,,R,住,住宅區
734,10,4,,R,住,住宅區
735,11,3,,B,商,商業區
736,11,3,,B,商,商業區
737,11,3,,B,商,商業區
738,11,3,,B,商,商業區
739,11,3,,B,商,商業區
740,11,3,,B,商,商業區
741,11,3,,B,商,商業區
742,10,4,,R,住,住宅區
743,10,4,,R,住,住宅區
744,11,3,,B,商,商業區
745,11,3,,B,商,商業區
746,10,4,,R,住,住宅區
747,10,4,,R,住,住宅區
748,10,4,,R,住,住宅區
749,11,3,,B,商,商業區
750,11,3,,B,商,商業區
751,11,3,,B,商,商業區
752,10,4,,R,住,住宅區
753,10,4,,R,住,住宅區
754,10,4,,R,住,住宅區
755,29,13,,G,行政,行政區
756,29,13,,G,行政,行政區
757,11,3,,B,商,商業區
758,11,3,,B,商,商業區
759,11,3,,B,商,商業區
760,11,3,,B,商,商業區
761,11,3,,B,商,商業區
762,11,3,,B,商,商業區
763,11,3,,B,商,商業區
764,11,3,,B,商,商業區
765,11,3,,B,商,商業區
766,11,3,,B,商,商業區
767,11,3,,B,商,商業區
768,11,3,,B,商,商業區
769,29,13,,G,行政,行政區
770,53,3,,D9,文觀專用區,文化觀光專用區
771,29,13,,G,行政,行政區
772,29,13,,G,行政,行政區
773,29,13,,G,行政,行政區
774,29,13,,G,行政,行政區
775,11,3,,B,商,商業區
776,11,3,,B,商,商業區
777,11,3,,B,商,商業區
778,11,3,,B,商,商業區
779,11,3,,B,商,商業區
780,11,3,,B,商,商業區
781,11,3,,B,商,商業區
782,11,3,,B,商,商業區
783,11,3,,B,商,商業區
784,11,3,,B,商,商業區
785,11,3,,B,商,商業區
786,11,3,,B,商,商業區
787,29,13,,G,行政,行政區
788,10,4,,R,住,住宅區
789,10,4,,R,住,住宅區
790,10,4,,R,住,住宅區
791,10,4,,R,住,住宅區
792,10,4,,R,住,住宅區
793,10,4,,R,住,住宅區
794,29,13,,G,行政,行政區
795,30,15,,K3,古蹟區,古蹟保存區
796,11,3,,B,商,商業區
797,11,3,,B,商,商業區
798,11,3,,B,商,商業區
799,11,3,,B,商,商業區
800,30,15,,K,保存,保存區
801,11,3,,B,商,商業區
802,11,3,,B,商,商業區
803,20,3,,BAH,聯合開發,聯合開發區
804,20,3,,BAH,聯合開發,聯合開發區
805,10,4,,R,住,住宅區
806,11,3,,B,商,商業區
807,53,19,,D8,創文專用區,創意文化專用區
808,11,3,,B,商,商業區
809,11,3,,B,商,商業區
810,11,3,,B,商,商業區
811,11,3,,B,商,商業區
812,11,3,,B,商,商業區
813,29,13,,G,行政,行政區
814,29,13,,G,行政,行政區
815,30,15,,K,保存,保存區
816,30,15,,K,保存,保存區
817,10,4,,R,住,住宅區
818,10,4,,R,住,住宅區
819,10,4,,R,住,住宅區
820,10,4,,R,住,住宅區
821,30,15,,K,保存,保存區
822,29,13,,G,行政,行政區
823,10,4,,R,住,住宅區
824,10,4,,R,住,住宅區
825,11,3,,B,商,商業區
826,10,4,,R,住,住宅區
827,10,4,,R,住,住宅區
828,11,3,,B,商,商業區
829,10,4,,R,住,住宅區
830,10,4,,R,住,住宅區
831,11,3,,B,商,商業區
832,10,4,,R,住,住宅區
833,11,3,,B,商,商業區
834,11,3,,B,商,商業區
835,10,4,,R,住,住宅區
836,10,4,,R,住,住宅區
837,10,4,,R,住,住宅區
838,11,3,,B,商,商業區
839,11,3,,B,商,商業區
840,10,4,,R,住,住宅區
841,10,4,,R,住,住宅區
842,10,4,,R,住,住宅區
843,10,4,,R,住,住宅區
844,10,4,,R,住,住宅區
845,10,4,,R,住,住宅區
846,10,4,,R,住,住宅區
847,11,3,,B,商,商業區
848,30,15,,KD,寺專,寺廟專用區
849,10,4,,R,住,住宅區
850,10,4,,R,住,住宅區
851,10,4,,R,住,住宅區
852,11,3,,B,商,商業區
853,11,3,,B,商,商業區
854,11,3,,B,商,商業區
855,11,3,,B,商,商業區
856,10,4,,R,住,住宅區
857,11,3,,B,商,商業區
858,10,4,,R,住,住宅區
859,11,3,,B,商,商業區
860,10,4,,R,住,住宅區
861,11,3,,B,商,商業區
862,11,3,,B,商,商業區
863,30,15,,K,保存,保存區
864,29,13,,G01,行專,行政專用區
865,29,13,,G01,行專,行政專用區
866,29,13,,G01,行專,行政專用區
867,29,13,,G01,行專,行政專用區
868,11,3,,B,商,商業區
869,10,4,,R,住,住宅區
870,11,3,,B,商,商業區
871,11,3,,B,商,商業區
872,10,4,,R,住,住宅區
873,10,4,,R,住,住宅區
874,11,3,,B,商,商業區
875,11,3,,B,商,商業區
876,10,4,,R,住,住宅區
877,11,3,,B,商,商業區
878,53,3,,D13,歷史聚落專用,歷史聚落風貌特定專用區
879,10,4,,R,住,住宅區
880,11,3,,B,商,商業區
881,11,3,,B,商,商業區
882,11,3,,B,商,商業區
883,11,3,,B,商,商業區
884,11,3,,B,商,商業區
