district_name,main_category,area_km2,district_total_km2,district_pct
中山區,交通運輸,0.46515183058389087,12.196856475969188,3.8137025839432854
中山區,住宅,3.025369794659169,12.196856475969188,24.804504346016476
中山區,保護保育,1.937761037184638,12.196856475969188,15.88738082638346
中山區,公共事業設施,0.13189818507563145,12.196856475969188,1.0814113073766456
中山區,公共行政服務,0.7521108728950633,12.196856475969188,6.166432099753793
中山區,公園綠地遊憩,0.9342112910095679,12.196856475969188,7.659443175790372
中山區,商業服務,2.2772216297555397,12.196856475969188,18.67056183076539
中山區,工業產業,0.203962087980517,12.196856475969188,1.672251275419798
中山區,文化宗教保存,0.051575882279006786,12.196856475969188,0.4228620905773876
中山區,文教,0.5206410689957371,12.196856475969188,4.268649631333519
中山區,殯葬,0.02129904739875693,12.196856475969188,0.17462735124186546
中山區,水域水利,1.710769521998507,12.196856475969188,14.02631510315092
中山區,特殊專用,0.06034299126749729,12.196856475969188,0.49474216070663657
中山區,農業,0.10454123488566534,12.196856475969188,0.8571162175404566
中正區,交通運輸,0.12236720839780889,5.977739774302354,2.047048098745483
中正區,住宅,2.1034768936006287,5.977739774302354,35.188498881186575
中正區,保護保育,0.08835160809718204,5.977739774302354,1.4780102753384463
中正區,公共事業設施,0.16499023993726322,5.977739774302354,2.760077322979801
中正區,公共行政服務,0.6308850319454314,5.977739774302354,10.553905920387113
中正區,公園綠地遊憩,0.4423901824323028,5.977739774302354,7.400626309196154
中正區,商業服務,0.8393492524144007,5.977739774302354,14.041247764291628
中正區,工業產業,0.04611520611298984,5.977739774302354,0.7714488728872748
中正區,文化宗教保存,0.40264007384514233,5.977739774302354,6.735657439891374
中正區,文教,0.6201430006549115,5.977739774302354,10.374205369742558
中正區,水域水利,0.48370832383400575,5.977739774302354,8.091826377478235
中正區,特殊專用,0.033322753030287186,5.977739774302354,0.5574473678753638
信義區,交通運輸,0.1997782637732616,10.430297941810922,1.9153648811164818
信義區,住宅,3.197465698693058,10.430297941810922,30.655554774477604
信義區,保護保育,3.9634618255156813,10.430297941810922,37.999507278001495
信義區,公共事業設施,0.0038177008246531004,10.430297941810922,0.03660203041132175
信義區,公共行政服務,0.3356420466795015,10.430297941810922,3.2179526275471555
信義區,公園綠地遊憩,0.3895137155048379,10.430297941810922,3.734444765412041
信義區,商業服務,0.40384759591952857,10.430297941810922,3.8718701821609898
信義區,工業產業,0.2119419469284576,10.430297941810922,2.0319836318276825
信義區,文化宗教保存,0.014320926298173154,10.430297941810922,0.13730121975486673
信義區,文教,0.489033875261957,10.430297941810922,4.688589702712273
信義區,殯葬,3.72896596821839e-05,10.430297941810922,0.00035751289071719096
信義區,水域水利,0.027876757623938785,10.430297941810922,0.2672671267825623
信義區,特殊專用,1.1935602991281913,10.430297941810922,11.443204266904804
內湖區,交通運輸,0.5821773710425076,30.3160306180336,1.9203614694075326
內湖區,住宅,4.763499350983687,30.3160306180336,15.712806900749406
內湖區,保護保育,16.021412666905064,30.3160306180336,52.84798946394608
內湖區,公共事業設施,0.31225580979033424,30.3160306180336,1.0300022906184418
內湖區,公共行政服務,0.6578093980938519,30.3160306180336,2.169840129738329
內湖區,公園綠地遊憩,2.649446235824606,30.3160306180336,8.739423274789058
內湖區,商業服務,0.4481329773816819,30.3160306180336,1.4782046601942287
內湖區,工業產業,2.604830597509294,30.3160306180336,8.592254805151835
內湖區,文化宗教保存,0.0028779843154715587,30.3160306180336,0.009493275527171354
內湖區,文教,0.8368982857478796,30.3160306180336,2.760580025440559
內湖區,殯葬,0.04833507255647256,30.3160306180336,0.1594373391604911
內湖區,水域水利,1.1214222511445735,30.3160306180336,3.6991064736472836
內湖區,特殊專用,0.17413084626032319,30.3160306180336,0.5743853753622377
內湖區,農業,0.09280177047785354,30.3160306180336,0.30611451626734426
北投區,交通運輸,0.6932888093850803,56.09460076476979,1.2359278788565697
北投區,住宅,6.4335691919982185,56.09460076476979,11.469141600592016
北投區,保護保育,34.10028465835393,56.09460076476979,60.79067181768876
北投區,公共事業設施,0.15838039718976282,56.09460076476979,0.2823451723168937
北投區,公共行政服務,0.9834918608208356,56.09460076476979,1.7532736616578573
北投區,公園綠地遊憩,2.9833171835747465,56.09460076476979,5.31836779815076
北投區,商業服務,0.5966563168322911,56.09460076476979,1.0636608669956364
北投區,工業產業,0.7243385022350021,56.09460076476979,1.291280252216222
北投區,文化宗教保存,0.06378018695862209,56.09460076476979,0.11370111577419272
北投區,文教,1.6471857300084864,56.09460076476979,2.936442558733748
北投區,殯葬,0.5914917095955482,56.09460076476979,1.054453907383961
北投區,水域水利,2.1027047774138294,56.09460076476979,3.7484976249878814
北投區,特殊專用,0.014210346051211494,56.09460076476979,0.025332823226253
北投區,農業,5.001901094352227,56.09460076476979,8.916902921419258
